class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
armscrossed,0.4517699182033539,0.1940467357635498,-0.495186984539032,0.9993632435798645,0.45728087425231934,0.16958250105381012,-0.4706907272338867,0.9986605644226074,0.4622027277946472,0.1701081395149231,-0.47075214982032776,0.9985278844833374,0.46653541922569275,0.17069801688194275,-0.47082147002220154,0.9980877041816711,0.44078463315963745,0.1684168428182602,-0.48024025559425354,0.9989680051803589,0.43345460295677185,0.16830076277256012,-0.48038187623023987,0.9990764856338501,0.42550939321517944,0.16879844665527344,-0.4805210530757904,0.9990769624710083,0.4640111029148102,0.17971131205558777,-0.3193657696247101,0.9984449744224548,0.40481001138687134,0.1812063604593277,-0.361772745847702,0.9993417859077454,0.4575243592262268,0.21726837754249573,-0.43624311685562134,0.999681830406189,0.43654578924179077,0.21776574850082397,-0.4484311044216156,0.9997685551643372,0.5145136713981628,0.32119208574295044,-0.24302494525909424,0.9981616139411926,0.33944353461265564,0.3275413513183594,-0.30337172746658325,0.9992201328277588,0.5494136810302734,0.48146674036979675,-0.28160786628723145,0.927277147769928,0.3627069294452667,0.5171566605567932,-0.3370365798473358,0.9817641377449036,0.4480105936527252,0.5226530432701111,-0.4401119649410248,0.6678225994110107,0.48936691880226135,0.49958378076553345,-0.4094301164150238,0.908916175365448,0.41864436864852905,0.5451263189315796,-0.4955354332923889,0.5497631430625916,0.51621013879776,0.5087609887123108,-0.45467671751976013,0.845058023929596,0.41379743814468384,0.5155549049377441,-0.48435479402542114,0.5442252159118652,0.519758939743042,0.4878927767276764,-0.45130786299705505,0.8384697437286377,0.4187670350074768,0.5079419016838074,-0.4379456639289856,0.5498592853546143,0.5079189538955688,0.4860801100730896,-0.4073731303215027,0.8028315901756287,0.48846250772476196,0.6210720539093018,-0.00204067281447351,0.9947552680969238,0.406934916973114,0.6237935423851013,0.0023186637554317713,0.9953892230987549,0.47793978452682495,0.8033287525177002,0.043328557163476944,0.6578400731086731,0.41550740599632263,0.821539044380188,0.1175997406244278,0.6946719884872437,0.4674375057220459,0.9463768601417542,0.45278388261795044,0.4138995409011841,0.41437235474586487,0.942240834236145,0.4982491135597229,0.48624831438064575,0.4621139466762543,0.9619656801223755,0.4881783425807953,0.4201710820198059,0.40977534651756287,0.9837514162063599,0.532421886920929,0.3410501778125763,0.45352086424827576,0.9879461526870728,0.3688161075115204,0.3793231248855591,0.4121634364128113,1.0054328441619873,0.39070960879325867,0.36712971329689026
armscrossed,0.47049015760421753,0.2498970925807953,-0.39986294507980347,0.9993948340415955,0.4690195620059967,0.22236618399620056,-0.37063461542129517,0.998759925365448,0.47157925367355347,0.2208373248577118,-0.37065067887306213,0.9986401796340942,0.47414785623550415,0.21895867586135864,-0.37068748474121094,0.9982155561447144,0.45653781294822693,0.22488118708133698,-0.41453805565834045,0.9990342259407043,0.4495369493961334,0.2255825251340866,-0.41464346647262573,0.9991403222084045,0.44125986099243164,0.22639630734920502,-0.41474461555480957,0.9991286396980286,0.46190324425697327,0.2294934242963791,-0.1988268345594406,0.9985279440879822,0.4099792540073395,0.23678375780582428,-0.37757426500320435,0.999397873878479,0.47049179673194885,0.2784360349178314,-0.3315352201461792,0.9996845126152039,0.4566679894924164,0.27936235070228577,-0.3871961832046509,0.9997715353965759,0.45668306946754456,0.3666679561138153,-0.009772295132279396,0.9982615113258362,0.3751201033592224,0.4318852722644806,-0.37963488698005676,0.9992817044258118,0.5104585886001587,0.5644126534461975,-0.11669626086950302,0.8537166714668274,0.4728199541568756,0.6518283486366272,-0.28582900762557983,0.9794556498527527,0.5141278505325317,0.5187609791755676,-0.4669945240020752,0.6256791353225708,0.5352795720100403,0.5312562584877014,-0.08723373711109161,0.9091591835021973,0.519371509552002,0.510538637638092,-0.5207018256187439,0.5165802836418152,0.5526413917541504,0.5138787031173706,-0.08935137838125229,0.8435858488082886,0.5250049829483032,0.4836463928222656,-0.5012164115905762,0.5113219022750854,0.5397176146507263,0.48918765783309937,-0.09763188660144806,0.8359736204147339,0.5172048807144165,0.49147024750709534,-0.47194820642471313,0.5167621970176697,0.5323272943496704,0.49075058102607727,-0.07987557351589203,0.7995498180389404,0.4674026072025299,0.7346944212913513,0.09786640852689743,0.9923586249351501,0.4186439514160156,0.7599163055419922,-0.09820505976676941,0.9923454523086548,0.4704311788082123,0.939831554889679,0.22667913138866425,0.6150228381156921,0.43048396706581116,0.9816128015518188,0.040596701204776764,0.6690213680267334,0.45479482412338257,1.1692456007003784,0.46949705481529236,0.3839269280433655,0.42677226662635803,1.1991639137268066,0.2875834107398987,0.46159622073173523,0.4429410994052887,1.2058724164962769,0.48995551466941833,0.3946809470653534,0.41322392225265503,1.243348479270935,0.3053443431854248,0.34123432636260986,0.4918586313724518,1.2139281034469604,0.3925480246543884,0.3570878803730011,0.48849838972091675,1.2451817989349365,0.16994623839855194,0.35335254669189453
armscrossed,0.41234126687049866,0.2260906845331192,-0.43376508355140686,0.9993208050727844,0.4186367392539978,0.19941851496696472,-0.40710940957069397,0.9986602663993835,0.42424649000167847,0.19851276278495789,-0.4071139395236969,0.9985312223434448,0.4295072555541992,0.19787171483039856,-0.40709543228149414,0.9981644153594971,0.39955073595046997,0.2013266533613205,-0.4339209198951721,0.9989047050476074,0.3922426104545593,0.20194992423057556,-0.4339736998081207,0.9989349246025085,0.3865017294883728,0.20256362855434418,-0.4340686798095703,0.9989085793495178,0.4313105046749115,0.20679448544979095,-0.24502292275428772,0.9984604716300964,0.37118908762931824,0.2184227555990219,-0.2993803024291992,0.9990904927253723,0.4215502142906189,0.2531053125858307,-0.37272462248802185,0.9996228814125061,0.3983478248119354,0.2564046382904053,-0.39826908707618713,0.999679684638977,0.4718170762062073,0.3268519639968872,-0.12420471012592316,0.9983815550804138,0.3188425898551941,0.37832385301589966,-0.21349838376045227,0.999180257320404,0.5185381770133972,0.48556631803512573,-0.18537643551826477,0.8651651740074158,0.3585810363292694,0.5520698428153992,-0.24640639126300812,0.9652739763259888,0.44450658559799194,0.49493369460105896,-0.36291763186454773,0.6519397497177124,0.4761132597923279,0.5126408934593201,-0.10520011186599731,0.8635987639427185,0.41451936960220337,0.49809059500694275,-0.4147469401359558,0.5436171293258667,0.5024132132530212,0.5011948943138123,-0.11891740560531616,0.7969374656677246,0.40835699439048767,0.4788852334022522,-0.399913489818573,0.538601279258728,0.503539502620697,0.48019444942474365,-0.13922029733657837,0.788967490196228,0.41625285148620605,0.4784944951534271,-0.35779044032096863,0.5405123829841614,0.49838176369667053,0.4815916419029236,-0.10490091890096664,0.7534956336021423,0.4708379805088043,0.6653110384941101,0.09291008859872818,0.9917967915534973,0.39511990547180176,0.7149611711502075,-0.09634765982627869,0.9917051196098328,0.49315255880355835,0.8352728486061096,-0.006518576294183731,0.612597644329071,0.41247931122779846,0.894791305065155,0.0244295597076416,0.6670451164245605,0.48716822266578674,0.9758034944534302,0.3808576166629791,0.36440393328666687,0.4184090197086334,1.1501716375350952,0.35676050186157227,0.44525793194770813,0.47560906410217285,0.9976961016654968,0.4154279828071594,0.37968456745147705,0.4131801724433899,1.1163122653961182,0.3844088912010193,0.32685914635658264,0.5244379043579102,1.0768780708312988,0.28859585523605347,0.3384149670600891,0.4792269766330719,1.1373234987258911,0.22305437922477722,0.33530062437057495
armscrossed,0.407728374004364,0.22375264763832092,-0.4794096052646637,0.9993754625320435,0.4150390028953552,0.19770179688930511,-0.4597002863883972,0.9987726211547852,0.42048612236976624,0.1970675140619278,-0.4597206115722656,0.9986511468887329,0.4259219765663147,0.1966823935508728,-0.45974501967430115,0.9983195662498474,0.395370215177536,0.19979122281074524,-0.46368899941444397,0.9989973306655884,0.38745349645614624,0.20063725113868713,-0.4637081027030945,0.999021053314209,0.38063767552375793,0.20164640247821808,-0.46378883719444275,0.998998761177063,0.43025001883506775,0.20305922627449036,-0.2913496196269989,0.9985814094543457,0.36588186025619507,0.21212072670459747,-0.32049766182899475,0.9991630911827087,0.4180285334587097,0.25104019045829773,-0.41357412934303284,0.9996518492698669,0.39344584941864014,0.2517470121383667,-0.41454464197158813,0.99970543384552,0.47930842638015747,0.3215329945087433,-0.19365593791007996,0.9985103011131287,0.31261101365089417,0.3523695766925812,-0.22782400250434875,0.9992486238479614,0.5229150652885437,0.48280999064445496,-0.2425556480884552,0.8768414855003357,0.3318893313407898,0.5261661410331726,-0.24478967487812042,0.9654586315155029,0.4423026144504547,0.5064162015914917,-0.4811013638973236,0.6822730898857117,0.37758326530456543,0.5947465896606445,-0.37076103687286377,0.8607963919639587,0.41327327489852905,0.5317791104316711,-0.5505057573318481,0.580916702747345,0.38697630167007446,0.622881293296814,-0.42589831352233887,0.793936014175415,0.406788170337677,0.4983464479446411,-0.5530437231063843,0.5763128995895386,0.3932015895843506,0.6038228273391724,-0.45576944947242737,0.7871618866920471,0.4110732972621918,0.49236825108528137,-0.4848739206790924,0.5765679478645325,0.39964428544044495,0.5736042857170105,-0.38684284687042236,0.7542860507965088,0.47614139318466187,0.6618148684501648,0.05821819230914116,0.9918090105056763,0.38990074396133423,0.7048622965812683,-0.05971961095929146,0.9921697974205017,0.5114747881889343,0.8344298005104065,0.03261992707848549,0.6360607147216797,0.40661758184432983,0.8830675482749939,0.04457772523164749,0.6925384998321533,0.49980705976486206,0.9737139940261841,0.42850279808044434,0.38348388671875,0.42176324129104614,1.1082555055618286,0.3557808995246887,0.4735085070133209,0.4827575087547302,0.9657996892929077,0.46186572313308716,0.3929483890533447,0.42364397644996643,1.0309717655181885,0.3801442086696625,0.34142062067985535,0.5380989909172058,1.0629452466964722,0.3224390149116516,0.3514117896556854,0.4420098662376404,1.1225446462631226,0.21512623131275177,0.35374000668525696
armscrossed,0.40662750601768494,0.21923573315143585,-0.5058389902114868,0.9994257688522339,0.41501107811927795,0.19406543672084808,-0.486348956823349,0.9988744258880615,0.4214305877685547,0.193202942609787,-0.48637598752975464,0.998760998249054,0.42733874917030334,0.19277174770832062,-0.48641830682754517,0.9984573125839233,0.39481279253959656,0.19582483172416687,-0.4861903786659241,0.9990829229354858,0.3867252767086029,0.19698470830917358,-0.48628315329551697,0.9991041421890259,0.3796994388103485,0.1981988400220871,-0.4863993227481842,0.9990854859352112,0.43409276008605957,0.19780610501766205,-0.32171791791915894,0.9986942410469055,0.36641401052474976,0.20795784890651703,-0.33057424426078796,0.999235987663269,0.41878825426101685,0.24820002913475037,-0.4405222535133362,0.9996770024299622,0.39321690797805786,0.25038057565689087,-0.4386754035949707,0.999729573726654,0.4808274209499359,0.3216956555843353,-0.2230532169342041,0.9985821843147278,0.3138594329357147,0.35023796558380127,-0.23960275948047638,0.9993081092834473,0.5257492661476135,0.48392531275749207,-0.23093852400779724,0.8866973519325256,0.32933470606803894,0.5263730883598328,-0.26767638325691223,0.9671694040298462,0.44078144431114197,0.5352331399917603,-0.38963934779167175,0.7049723863601685,0.42191243171691895,0.5636088252067566,-0.4316132068634033,0.8674831390380859,0.4112899899482727,0.5648340582847595,-0.4439728260040283,0.6069979071617126,0.448136568069458,0.585935652256012,-0.484487384557724,0.8019819855690002,0.40679222345352173,0.5303466320037842,-0.44722503423690796,0.602539598941803,0.45049038529396057,0.5941886305809021,-0.48882967233657837,0.795764148235321,0.41013893485069275,0.5218571424484253,-0.3907463550567627,0.6016495227813721,0.44770216941833496,0.5544732213020325,-0.4348066747188568,0.7642306685447693,0.4847450852394104,0.659980058670044,0.021567920222878456,0.9917263984680176,0.39039307832717896,0.6860873103141785,-0.021864907816052437,0.9925641417503357,0.5217372179031372,0.8537865281105042,0.035513736307621,0.6599969267845154,0.40709924697875977,0.8905017375946045,0.05847875028848648,0.7164751887321472,0.5175753235816956,0.9874460697174072,0.4948953688144684,0.39989161491394043,0.4265896677970886,1.0615748167037964,0.38507211208343506,0.4997013211250305,0.5119057297706604,0.966063916683197,0.5335403680801392,0.4046110212802887,0.43353796005249023,1.0603041648864746,0.4128311574459076,0.35769206285476685,0.5380300879478455,1.0567717552185059,0.4112074375152588,0.35982856154441833,0.4389742314815521,1.1427114009857178,0.2542676329612732,0.3709389865398407
armscrossed,0.4087281823158264,0.21779029071331024,-0.5040374994277954,0.9994184970855713,0.4184117913246155,0.19238978624343872,-0.48885446786880493,0.9988462924957275,0.42512068152427673,0.19164375960826874,-0.4888722896575928,0.9987200498580933,0.4314267635345459,0.19133330881595612,-0.48891061544418335,0.9983986020088196,0.3975001871585846,0.1941700279712677,-0.48623767495155334,0.9990946650505066,0.39005202054977417,0.1953495442867279,-0.4863761365413666,0.9991198182106018,0.38289663195610046,0.19721804559230804,-0.48654261231422424,0.9991132616996765,0.4379039406776428,0.1972581297159195,-0.3474246859550476,0.9986244440078735,0.37177470326423645,0.20488503575325012,-0.33443576097488403,0.9992667436599731,0.4211711287498474,0.2448585033416748,-0.4447054862976074,0.9996626377105713,0.39611631631851196,0.24713896214962006,-0.44020381569862366,0.9997357726097107,0.49401742219924927,0.3219509720802307,-0.25019365549087524,0.9985004663467407,0.31780368089675903,0.34682273864746094,-0.24800029397010803,0.9993610382080078,0.5258588194847107,0.508374810218811,-0.23101143538951874,0.8950072526931763,0.32927387952804565,0.5282812118530273,-0.2762317359447479,0.9699015617370605,0.41652044653892517,0.5396445393562317,-0.31283050775527954,0.7212172746658325,0.44069766998291016,0.5527899861335754,-0.40857797861099243,0.877087414264679,0.3783422112464905,0.5643185973167419,-0.3510141372680664,0.6231628060340881,0.48216328024864197,0.5612298250198364,-0.4743134081363678,0.8130949139595032,0.3786020278930664,0.5288455486297607,-0.334820032119751,0.618216335773468,0.4859173893928528,0.5483735799789429,-0.43302708864212036,0.8069316148757935,0.38489291071891785,0.5215497612953186,-0.30379053950309753,0.6159703135490417,0.4708433747291565,0.5316261649131775,-0.4284396767616272,0.7769154906272888,0.4916989803314209,0.6665886640548706,0.0024394169449806213,0.9912583231925964,0.39198607206344604,0.6826595664024353,-0.0023318456951528788,0.9927148222923279,0.525294303894043,0.8678349256515503,0.03154490888118744,0.684151291847229,0.40736109018325806,0.894616961479187,0.08265665918588638,0.7377066016197205,0.5495076179504395,1.0137882232666016,0.4513045847415924,0.418851375579834,0.4288598597049713,1.069517970085144,0.40217313170433044,0.5184744596481323,0.5464028716087341,1.025261640548706,0.4886753559112549,0.41228270530700684,0.43628397583961487,1.0833600759506226,0.4328994154930115,0.3706398904323578,0.5733264684677124,1.1028980016708374,0.3671032786369324,0.3659718632698059,0.4362034201622009,1.1600075960159302,0.2800458073616028,0.3801535964012146
armscrossed,0.4133589267730713,0.21451833844184875,-0.5052805542945862,0.9994168877601624,0.42294183373451233,0.18965671956539154,-0.48899513483047485,0.9988398551940918,0.4296090006828308,0.18886061012744904,-0.4890262186527252,0.9986990094184875,0.4356478750705719,0.18864870071411133,-0.48906955122947693,0.9983692765235901,0.4020434021949768,0.1916964054107666,-0.4860869348049164,0.9991163015365601,0.3944893479347229,0.19280052185058594,-0.4862525463104248,0.9991456270217896,0.38735923171043396,0.19445501267910004,-0.4864465296268463,0.9991500973701477,0.439837783575058,0.19582320749759674,-0.3455631136894226,0.9985598921775818,0.3755341172218323,0.19959887862205505,-0.33349183201789856,0.9993039965629578,0.42555612325668335,0.24403181672096252,-0.4469374120235443,0.999657392501831,0.4008721709251404,0.24481916427612305,-0.4421645700931549,0.9997464418411255,0.5053443908691406,0.32214877009391785,-0.2490948885679245,0.9984315037727356,0.3206808567047119,0.3450529873371124,-0.2496391087770462,0.9994092583656311,0.5281043648719788,0.521956741809845,-0.24090325832366943,0.9027268886566162,0.3282051384449005,0.5327819585800171,-0.2792603671550751,0.972446858882904,0.41087237000465393,0.5374481678009033,-0.3523052930831909,0.7374423742294312,0.45023077726364136,0.5452083945274353,-0.400381863117218,0.8855037689208984,0.37940672039985657,0.5595168471336365,-0.3961194157600403,0.6396370530128479,0.4938541054725647,0.5513783693313599,-0.44667237997055054,0.822155773639679,0.3757663667201996,0.5259777307510376,-0.3767474591732025,0.6343730688095093,0.49871769547462463,0.5368214249610901,-0.42624157667160034,0.8160232305526733,0.38156241178512573,0.5193181037902832,-0.3433230519294739,0.6299995183944702,0.48558515310287476,0.5228852033615112,-0.4008646011352539,0.7872452139854431,0.4976891577243805,0.6707990765571594,0.0003425860486458987,0.991104781627655,0.3921577036380768,0.683305561542511,-0.0001602422707946971,0.9928870797157288,0.5341590642929077,0.8901740908622742,0.009707110933959484,0.7047815322875977,0.4093073010444641,0.9076356887817383,0.07511144876480103,0.7558872103691101,0.5671172738075256,1.0473440885543823,0.43302828073501587,0.43054264783859253,0.4307960867881775,1.0900781154632568,0.4077361226081848,0.5305314660072327,0.5632452964782715,1.0663948059082031,0.47054046392440796,0.4125879108905792,0.43693727254867554,1.1074298620224,0.4379033148288727,0.3745061457157135,0.5926060080528259,1.1385345458984375,0.3375811278820038,0.3665587604045868,0.4355885982513428,1.1819578409194946,0.2832387089729309,0.3834119737148285
armscrossed,0.4168735146522522,0.2137334644794464,-0.4116883873939514,0.9994184970855713,0.42481714487075806,0.18859295547008514,-0.3956577181816101,0.9988205432891846,0.4303632378578186,0.18794764578342438,-0.3957434296607971,0.9986735582351685,0.4371754229068756,0.18778231739997864,-0.3958229124546051,0.9983296394348145,0.4053665101528168,0.1900998204946518,-0.3910079300403595,0.9991257190704346,0.39798516035079956,0.19094064831733704,-0.3911324143409729,0.9991575479507446,0.3905048966407776,0.19233843684196472,-0.39134377241134644,0.9991697072982788,0.44966259598731995,0.19529113173484802,-0.2642161250114441,0.9984989166259766,0.3811994791030884,0.19867072999477386,-0.24216313660144806,0.9993358850479126,0.42756327986717224,0.24236078560352325,-0.3576236367225647,0.9996613264083862,0.4014541506767273,0.2431478351354599,-0.35128000378608704,0.9997575879096985,0.519828200340271,0.3229314982891083,-0.17599983513355255,0.9984645843505859,0.3273055851459503,0.34587520360946655,-0.17008818686008453,0.9994532465934753,0.5328314304351807,0.5308789014816284,-0.16394540667533875,0.9108502864837646,0.3342602849006653,0.5388773083686829,-0.20205023884773254,0.9749613404273987,0.4076761305332184,0.5288581252098083,-0.2508199214935303,0.7577654719352722,0.4780639111995697,0.5415640473365784,-0.288293719291687,0.8953661918640137,0.3787391781806946,0.5387619137763977,-0.28733593225479126,0.6638346314430237,0.5145789384841919,0.5464246869087219,-0.32195553183555603,0.8353609442710876,0.37523266673088074,0.5128051042556763,-0.25994521379470825,0.6584058403968811,0.516210675239563,0.5280207991600037,-0.2988365888595581,0.8294080495834351,0.3822036385536194,0.5077919960021973,-0.23722565174102783,0.6522427797317505,0.5056957006454468,0.5196683406829834,-0.27641770243644714,0.8022079467773438,0.5053815841674805,0.6779555082321167,-0.0020857432391494513,0.9912204146385193,0.39987266063690186,0.6878509521484375,0.0023818437475711107,0.9928556680679321,0.5420392751693726,0.9109267592430115,-0.09324128180742264,0.7284448146820068,0.4100758135318756,0.9161683320999146,0.036074448376894,0.773252010345459,0.5683376789093018,1.0873138904571533,0.2568620443344116,0.4459267854690552,0.4317778944969177,1.0962975025177002,0.3750106692314148,0.5287643074989319,0.5639181137084961,1.1108461618423462,0.28597620129585266,0.4111211895942688,0.43828320503234863,1.1147286891937256,0.4063534736633301,0.37073853611946106,0.5915108919143677,1.180201768875122,0.15329894423484802,0.36609554290771484,0.4346740245819092,1.1838419437408447,0.26502227783203125,0.37588387727737427
armscrossed,0.4308112561702728,0.21107618510723114,-0.4231749475002289,0.9993847012519836,0.440270334482193,0.18848039209842682,-0.3972911238670349,0.9987528920173645,0.4472934305667877,0.18761157989501953,-0.39727720618247986,0.9985896348953247,0.45408400893211365,0.18724918365478516,-0.39732104539871216,0.9982281923294067,0.41937512159347534,0.18953387439250946,-0.41583043336868286,0.9991111159324646,0.4126320481300354,0.19032329320907593,-0.41588711738586426,0.9991503953933716,0.40629228949546814,0.1915118396282196,-0.41594600677490234,0.9991758465766907,0.46590137481689453,0.19501593708992004,-0.2874135673046112,0.9983523488044739,0.4022345542907715,0.19834470748901367,-0.2841351628303528,0.9993511438369751,0.4445398449897766,0.23944377899169922,-0.3649498522281647,0.9996399283409119,0.41857749223709106,0.23926754295825958,-0.37777984142303467,0.9997579455375671,0.5359764099121094,0.32615458965301514,-0.20616944134235382,0.9983574151992798,0.3417695164680481,0.3478042185306549,-0.21130573749542236,0.9994832873344421,0.5434609651565552,0.5352832078933716,-0.17986798286437988,0.9175279140472412,0.33782821893692017,0.5451219081878662,-0.23871612548828125,0.97699373960495,0.4086887240409851,0.5286277532577515,-0.32052531838417053,0.7730502486228943,0.48581987619400024,0.5513855218887329,-0.31753042340278625,0.9022674560546875,0.37905603647232056,0.5377143621444702,-0.3650449216365814,0.6807717680931091,0.5188428163528442,0.5520511269569397,-0.35519999265670776,0.8428794145584106,0.3754201829433441,0.5127776861190796,-0.3425690829753876,0.6752365231513977,0.5209077596664429,0.5300474762916565,-0.3441351056098938,0.8369691967964172,0.38413000106811523,0.5077783465385437,-0.3110702633857727,0.6671738028526306,0.5112481713294983,0.5301334857940674,-0.31174778938293457,0.8106781840324402,0.5135027170181274,0.6912492513656616,-0.0023162493016570807,0.9908075928688049,0.409003347158432,0.699737548828125,0.002615436678752303,0.9926989674568176,0.5455538034439087,0.9182837009429932,-0.03177313879132271,0.7457889318466187,0.4168640077114105,0.922362744808197,0.04550408571958542,0.7866048216819763,0.5629185438156128,1.0932376384735107,0.348955899477005,0.4508707523345947,0.4315240979194641,1.1135179996490479,0.38467973470687866,0.5309057235717773,0.5575164556503296,1.114690899848938,0.3812327980995178,0.4054478108882904,0.4373730719089508,1.1346230506896973,0.4146435260772705,0.36869534850120544,0.5823801755905151,1.1845051050186157,0.25307849049568176,0.35960352420806885,0.43296465277671814,1.2005897760391235,0.2627662122249603,0.3717641532421112
armscrossed,0.445852130651474,0.21080201864242554,-0.44117775559425354,0.9993133544921875,0.45626598596572876,0.18792936205863953,-0.4101855158805847,0.9986264705657959,0.46420973539352417,0.1873718649148941,-0.41019511222839355,0.9984213709831238,0.47126469016075134,0.1872744858264923,-0.41021448373794556,0.9980225563049316,0.43398213386535645,0.1886429339647293,-0.43147993087768555,0.999058187007904,0.4273272156715393,0.18924066424369812,-0.4315742552280426,0.9991100430488586,0.42104601860046387,0.19022275507450104,-0.43168482184410095,0.9991596937179565,0.48269692063331604,0.19575141370296478,-0.2973324954509735,0.9980981349945068,0.4173401892185211,0.19850796461105347,-0.29017287492752075,0.9993457198143005,0.4616478383541107,0.23850254714488983,-0.37864941358566284,0.9995941519737244,0.4349840581417084,0.23869770765304565,-0.39322564005851746,0.9997491240501404,0.552056074142456,0.3310045301914215,-0.21068021655082703,0.9981350302696228,0.3569255471229553,0.34851205348968506,-0.21020659804344177,0.9995095133781433,0.5570142269134521,0.5429126620292664,-0.1982215940952301,0.9220731258392334,0.35001426935195923,0.5496350526809692,-0.2381933033466339,0.9787042140960693,0.4135722219944,0.5292800068855286,-0.30459266901016235,0.7825391292572021,0.5014864206314087,0.5512160658836365,-0.320867657661438,0.9088526368141174,0.385373055934906,0.5377435088157654,-0.3454914391040802,0.6905694603919983,0.5314808487892151,0.5515159964561462,-0.3568941354751587,0.8507710695266724,0.38131970167160034,0.512999951839447,-0.31683939695358276,0.6847748160362244,0.5346711277961731,0.5278105735778809,-0.33990150690078735,0.8449921607971191,0.3858693838119507,0.5079602003097534,-0.2913912832736969,0.6751409769058228,0.5247243642807007,0.5294431447982788,-0.3118058741092682,0.8197076320648193,0.5239613652229309,0.6995678544044495,-0.0060201468877494335,0.9905391931533813,0.42317038774490356,0.7043569684028625,0.006318298634141684,0.9926856160163879,0.5516154766082764,0.9162619709968567,-0.0113872941583395,0.7557512521743774,0.4266555905342102,0.9173769354820251,0.08903919905424118,0.7942385077476501,0.5614223480224609,1.0686993598937988,0.4561695456504822,0.44302064180374146,0.4325813353061676,1.0893298387527466,0.46250852942466736,0.5224431157112122,0.5572459697723389,1.085856556892395,0.49976053833961487,0.39461377263069153,0.43726736307144165,1.1149877309799194,0.4999457001686096,0.3644930422306061,0.574555516242981,1.1547542810440063,0.39025700092315674,0.34639573097229004,0.4325167238712311,1.174493432044983,0.3632167875766754,0.3614068627357483
